sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112
S3_P_ST_36B,45893,0.293968587,-0.170003733,0.005507917,-0.000101741,0.001575344,-0.00064208,-0.001878992,0.0063992,0.000350563,-0.001729479,-0.002997052,0.009038756,-0.003377156,0.014158114,0.008775139,-0.003858111,-0.002877961,0.005303635,0.001837281,-0.001416816,-0.000419173,-0.001537655,0.001553288,0.002019009,-0.000172444,0.001074987,0.003092022,0.001401621,0.000223323,-0.000305748,-0.00048402,-0.000260065,0.000466912,0.0024792,0.002258816,0.00124112,0.001061715,-0.001181958,-0.002448117,0.003179851,-0.003010799,0.000239305,-0.000176861,-0.001322768,0.003391286,-0.000292723,-0.00155093,-0.000801087,2.85E-05,-8.76E-05,8.88E-05,-5.38E-05,0.000377584,0.000158917,-0.000107307,-8.49E-05,-4.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4_E_ST_30B,45894,0.25346685,0.174641892,-0.137146722,-0.011624784,0.006682667,0.0099037,-0.002078757,0.004806356,0.000639687,0.001349649,-0.000742988,0.002373169,0.00241827,0.00357887,-0.005128823,0.00538627,-0.002477577,0.001903277,-0.00475824,0.002154453,0.001137083,-0.001131862,-0.000887516,-0.002525611,0.001186591,0.001424034,0.00150953,0.002408719,-0.005010546,0.003243191,-0.003801171,0.007526724,-0.007178077,-0.000339072,0.000308659,-2.05E-05,-0.00051245,-0.000625525,0.002919541,0.004504187,0.002660436,-0.005058649,0.00246918,0.003343255,0.001157726,0.000682316,-0.000201597,-0.000117981,-0.000239368,0.000286736,0.000356139,-0.000664539,-0.00029124,-4.60E-05,5.72E-05,-1.37E-06,-8.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4_E_ST_33B,45895,0.25087787,0.172637593,-0.131885805,-0.004958659,0.007177796,-0.002146887,0.002849579,0.007948585,-0.000648416,0.003167282,-0.000841564,0.002614042,-0.001089856,0.004127699,-0.003644767,0.005690597,0.008562237,-0.004622983,-0.000880185,0.009425246,-0.000724003,0.000636782,-0.003367229,0.003901653,-0.003512192,-0.00328673,-0.001161878,0.004817549,-0.008321462,0.003435587,6.44E-05,-0.001794126,0.00051313,-0.001018945,0.000774755,-0.002640119,0.002905867,0.002101318,-0.001095015,0.000248782,-0.00112121,0.004053578,-0.000934736,-0.00170842,-0.000945829,-0.000247681,0.000643534,0.000117909,-0.000659837,-0.00063744,0.000878111,0.000288558,-0.000719486,0.00018677,1.37E-05,-1.19E-05,2.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4_E_ST_36B,45896,0.257112488,0.177579256,-0.125161685,-0.009533253,0.005072111,0.009680086,-0.002466693,0.006156759,0.001732411,0.000921088,-0.001005975,0.002691713,0.002249803,0.003404735,-0.006669326,0.003292918,-0.001479605,-0.000278509,-0.003229978,-0.001701122,0.001836529,0.001215837,0.001148355,-0.000556799,0.000391084,-0.002126564,0.00087419,-0.003678745,0.004747275,-0.003706784,0.004288495,-0.008449721,0.001286331,-0.000860302,-0.000499209,-0.00191178,0.00285052,0.001014312,0.000332597,0.001495294,-0.000190827,-0.000590149,-0.000188514,1.95E-05,-0.000200966,0.0010231,0.000232626,0.000116416,1.87E-05,-0.000375554,0.000101825,0.000140553,0.000717884,9.50E-05,-5.07E-05,2.28E-05,0.000108052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4_P_ST_30B,45897,0.294064176,-0.159642664,0.003549898,0.001683606,0.001545729,-0.000498169,-0.000354345,0.005363746,0.002077921,0.001005138,-0.002501289,-0.006437232,-0.004468845,-0.005086208,0.015941688,0.001537601,-0.005217478,0.00398739,-0.0083575,0.001136445,0.002518855,0.010578935,0.004160645,0.005952614,0.000319434,0.001610322,-0.002469445,-0.001491975,1.76E-05,0.000173648,-0.000378807,0.000397936,0.000497831,0.00383308,0.003684895,-0.00150288,-4.33E-05,-0.001477034,-0.00096058,-0.000401649,0.002247552,0.000270885,0.000246908,0.00039446,-0.002963456,0.000920378,0.000328567,-0.001618418,-1.97E-05,0.000389375,-0.000505455,0.000208736,-0.000414491,3.02E-05,0.000183342,-1.45E-05,1.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4_P_ST_33B,45898,0.296301161,-0.157324019,0.002855199,0.002352853,0.001960422,-0.000681716,0.000642879,0.001478618,0.000296913,-0.001129013,-0.003169874,0.007373821,-0.003437826,0.011488462,0.008074298,-0.003583478,-0.002140135,0.005623183,0.003570206,-0.001039805,-0.001826456,0.003464133,-0.000457376,-0.001001027,-7.67E-05,0.000305826,0.003137615,0.001633055,-0.000138762,-0.000272419,-0.000229782,-0.000953754,-0.000148023,-0.000175203,-0.000761298,-0.001641661,-0.000674938,0.000154113,0.001237597,-0.00227002,0.002054549,5.57E-05,-9.90E-05,-9.73E-05,-0.000340608,-7.23E-05,-0.001275377,-0.002144835,-8.11E-05,-0.000365821,7.94E-05,6.08E-05,0.00019968,4.13E-05,0.000385244,5.79E-05,0.000105792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4_P_ST_36B,45899,0.293396298,-0.169785333,0.005510451,-8.70E-05,0.001520853,-0.000619823,-0.00158356,0.005387653,0.00014385,-0.001610927,-0.002873812,0.009302162,-0.003386542,0.01484338,0.008657277,-0.003931009,-0.002840809,0.004569912,0.001830621,-0.001089245,-0.000556724,0.001895824,0.000843985,0.0012305,-9.77E-05,0.003258972,0.004507095,0.001640845,0.001139134,-0.000415113,-0.000551443,0.000689188,0.000555507,-0.0017363,-0.001576834,-0.002093024,-0.002372238,-0.001871698,-0.002341197,0.000953455,-0.000415718,0.000484852,0.000509527,0.000616639,-0.000698535,0.000853648,0.005168172,0.001218925,8.64E-05,-0.000608204,0.000322376,-8.15E-05,0.000414792,-5.42E-05,-0.000452123,-5.64E-06,-2.26E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5_E_ST_30B,45900,-0.55339753,-0.005815532,-0.000803557,0.00249401,-0.00087044,-0.00685153,7.63E-05,-0.006877388,0.020114395,-0.005704133,0.001399472,0.000996335,0.00870249,0.000454497,0.00078857,0.004385892,-0.013223216,-0.002063196,0.003414578,0.002232503,0.000398601,-5.26E-05,-0.002271263,0.000216714,0.001174111,0.004580915,-0.000123981,0.000387842,-0.004391392,0.004171839,0.006488834,0.000982669,0.002663395,0.001386451,-0.001656883,-0.001141983,0.00271807,-0.001242831,0.000211611,5.83E-05,0.000869474,-0.000556656,-0.002461503,-0.001692563,-0.00020041,-5.08E-05,0.000217559,-0.000114354,-0.000278375,0.000517903,0.000123438,-0.000894871,0.00019799,-0.000282298,1.09E-05,6.04E-06,0.000181069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5_E_ST_33B,45901,-0.55602858,-0.005945484,-0.000619013,0.001836002,-0.001189602,-0.004909784,0.000828426,-0.005370443,0.012937596,-0.00343875,0.001006866,0.001165428,0.010174849,0.0003364,0.003085235,0.004606921,-0.008025272,-0.002692035,0.003401194,-0.001214288,0.001106994,0.000168712,-0.00180733,5.46E-05,0.000820875,0.004130933,-0.003016977,0.002582428,-0.002224202,-0.004618956,-0.00404142,-0.00017033,-0.00039479,-0.000432616,-0.000782443,-0.001859068,0.003443694,-0.000767103,0.000539708,-0.000684193,-0.00166827,0.001971901,0.001854244,0.001268701,2.02E-05,-6.50E-05,1.04E-05,0.000236295,2.29E-05,-0.001218441,0.000444629,0.001503537,-0.000965131,9.91E-05,-1.74E-07,2.11E-05,0.000131492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5_E_ST_36B,45902,-0.560071938,-0.006159931,-0.001298835,0.012156144,-0.000679706,0.000475613,0.010320225,-0.003540293,0.015646863,-0.003344424,-0.004330469,-0.000214826,0.008636265,0.000259148,-0.00029826,0.001761335,-0.010993458,-0.001643047,0.004859041,0.00521521,0.000565134,0.000582749,0.000602142,0.001407917,0.001840016,-0.000488282,-0.000548238,0.000929188,0.000733527,0.004133049,-0.002938637,-0.004942904,-0.001381428,-0.001400351,0.002242388,0.001945886,-0.005356644,0.004918229,-0.002307261,0.00175451,0.001098632,0.001404774,0.000931274,0.001058046,-0.000170882,-0.000620397,-0.000274801,-0.000235278,0.000147154,0.000565239,-0.000401784,-8.69E-05,0.000293724,0.0002536,-1.42E-05,-1.41E-05,-0.000301842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5_P_ST_30B,45903,0.278559011,0.224371113,0.024629487,0.008344741,-0.087251298,-0.006929993,-0.003317527,-0.003956609,-0.00430724,-0.007640748,0.001440623,0.003059247,0.000753393,-0.002857519,0.000323177,-0.001617399,0.00028702,-0.002048721,0.000828972,-0.004158725,-0.00542636,0.001267043,0.002655229,0.002166861,2.09E-05,-0.001889736,-0.001579022,0.000683555,0.001915536,-0.000497975,0.000162662,0.001628669,0.0014228,0.001205242,-0.000158669,0.000833813,-0.004011043,-0.001744346,0.003700021,0.001846537,-0.00012634,0.002601398,-0.000139205,-0.001184039,6.18E-06,-0.000602346,0.000113747,-3.58E-06,0.00102586,-0.001583078,-0.001570176,-0.000939714,-0.000374391,0.000258598,0.00017593,0.00026336,-0.000208737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5_P_ST_33B,45904,0.292694743,0.173921853,0.018573386,0.017269845,-0.072572934,-0.009106985,0.002854459,0.00362618,0.00240811,0.003902956,-0.00244904,-0.004554972,-0.001240404,0.004039539,-0.001739492,0.005363385,0.000163883,0.005186253,0.003700278,0.001154396,0.016591086,-0.000705701,-0.004436359,-0.003110609,-0.002256654,0.000795,0.003199978,-0.007602577,-0.00328694,0.000374275,-0.003641372,-0.000578253,0.003227906,6.28E-05,-0.00078391,9.16E-05,9.43E-06,-5.33E-05,0.000546612,0.00058083,0.000188691,9.31E-05,-5.67E-05,8.57E-05,-1.50E-06,2.48E-05,-1.01E-05,-1.88E-05,0.000529544,0.00016885,0.000395445,-2.11E-05,-4.74E-05,-5.13E-06,-1.49E-05,3.13E-05,1.19E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5_P_ST_36B,45905,0.27762338,0.226837095,0.026516006,0.008089697,-0.088951934,-0.007295973,-0.003418353,-0.004446317,-0.004045025,-0.004616237,0.003046026,0.006032136,0.001822872,-0.005232395,0.001157507,-0.00487805,2.10E-05,-0.00167932,-0.000580896,-0.002140006,-0.006553315,0.000633057,0.00224719,0.001703831,0.000271695,-0.001051032,0.00055696,-0.003182117,-0.001152095,0.000168814,-0.003126621,0.000352836,0.004376451,0.000789132,-0.001361156,0.000494346,-0.001699726,-0.000498075,0.002271736,0.001667684,0.000188019,-0.000248921,0.002768509,-0.00290856,-0.00074861,-0.001361198,0.00039004,-0.00031587,-0.000577937,0.001884449,0.001734934,0.000691263,0.00012059,5.98E-05,-3.79E-05,-0.00040161,0.000135012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6_E_ST_30B,45906,-0.523474755,-0.00430391,-0.004193634,-0.007401633,0.003905404,-0.062369081,0.0005649,-0.006181389,0.025537272,-0.003588924,-0.005468836,-0.000564568,-0.016931606,-0.004231306,-0.011244451,-0.008520505,-0.004667082,0.002634585,-0.00372759,-0.010346993,-0.00016021,0.000302508,-0.005028396,0.003194474,0.001995942,-0.002560924,0.001518431,-0.000958553,0.000536602,0.001533181,0.003390245,0.001428541,0.000494436,0.000995812,-0.000328528,0.000673189,-0.001267729,-0.000641418,0.000502576,-0.000434076,-0.000548259,-0.000174025,0.000861421,0.000204648,-1.14E-05,-5.85E-06,-3.91E-05,2.11E-05,5.59E-05,-8.02E-05,-0.000138411,0.000120847,8.13E-05,-6.82E-07,-8.76E-06,2.10E-06,-2.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6_E_ST_33B,45907,-0.521930026,-0.004235714,0.001122038,-0.017604082,-0.00167761,-0.009209355,-0.005497005,-0.008319903,0.013576319,0.001344255,-0.006132357,-0.00298831,-0.008939307,0.001047154,-0.003901963,-0.001996203,-0.001885106,-0.00044746,0.003076598,0.002409794,0.000937388,0.000736628,0.002054876,0.00054995,-0.000541798,0.000814086,-0.003934286,0.003192372,0.001947062,0.002827776,-0.005685863,-0.00523007,0.000613234,0.001068197,-0.000723493,5.03E-06,0.000596216,-0.003707944,0.001977128,-0.002305405,-0.002037313,-0.002559234,0.000885656,0.001132698,0.000770403,0.00122903,-1.83E-05,0.000232071,0.000175016,-0.000150488,0.000140607,-0.00058201,0.000592914,0.000101841,2.26E-05,-3.62E-05,7.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6_E_ST_36B,45908,-0.5264253,-0.004444024,0.000784323,-0.024530771,-0.001879875,-0.019742339,-0.002175284,-0.008857859,0.01296291,0.00341712,-0.011154513,-0.003205259,-0.008609485,-0.000225727,-0.005267158,-0.00362031,-0.003648428,-0.000466658,0.002797219,-0.003455894,0.00213022,0.00131858,0.006513579,-0.002213829,-0.001247901,-0.001312459,-0.00346759,0.004625886,0.002014757,-0.002999908,-0.006767136,0.002516257,0.002813194,-0.001876272,-0.000896112,-0.002226743,0.00378591,0.003447838,-0.002181225,0.00172971,0.001777512,0.001200954,-0.001237492,0.000385,-0.000102453,-0.00050706,-0.000130389,-0.000280543,-1.91E-05,0.000872909,-0.000171799,-0.000726769,0.000198444,-0.00015561,1.08E-05,2.33E-06,6.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6_P_ST_30B,45909,0.304531621,-0.137522799,-0.00105196,0.0060442,0.002625794,-0.00067953,0.003663668,-0.00528503,0.000726881,-0.003593094,-0.008770901,0.019514935,-0.004370589,0.007591391,0.002225446,0.001157027,0.001201581,-0.002209414,-0.000667071,-0.000859323,0.004077757,-0.008140067,0.006086812,0.011834735,-0.001715289,0.004940827,0.004345407,0.001713316,0.000481153,-0.000215108,-0.00011846,-3.85E-05,-0.000341519,-0.000542165,-0.001308456,0.003201999,0.001173547,0.000207403,0.000446211,-0.001058504,0.001560361,0.000205299,0.000265761,0.000446535,-0.0020902,0.00109123,0.000606607,0.000210837,1.51E-05,0.000543743,-0.000359114,2.18E-05,-0.000296434,-4.82E-05,0.000160246,3.32E-05,1.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6_P_ST_33B,45910,0.302461372,-0.150847516,0.001738999,0.003932459,0.002477096,-0.00076121,0.000772799,0.002582465,0.002046917,-0.003167663,-0.008391308,0.0111532,-0.004635057,-0.003618735,0.006425555,0.004605761,-1.63E-05,-0.002748288,-0.003492462,0.001520436,0.000127615,0.001284283,-0.001990943,-0.00357364,0.00057489,-0.003196043,-0.00296189,-0.000874955,-9.63E-05,4.51E-06,0.00011718,-0.000282171,0.00105987,0.001736104,0.002742311,-0.002657202,-0.000384542,0.002126061,0.002333074,0.000426693,-0.003030795,-0.001999489,-0.001341522,0.001042566,-0.001023536,-0.000715151,-3.25E-05,-0.000365526,-2.96E-05,0.000606728,-0.000113245,-0.000240679,-0.000271304,4.27E-05,0.000100534,2.41E-05,-6.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6_P_ST_36B,45911,0.302630034,-0.149776497,0.001564245,0.003989913,0.002455201,-0.000748912,0.000149822,0.0048903,0.002287395,-0.003634403,-0.008365631,0.012251348,-0.004114342,-0.000829125,0.004068337,0.002576762,0.000738295,-0.000679152,-0.002888257,0.001652721,0.000731611,0.004260017,0.000466154,0.00114028,0.000244107,-0.000746334,-0.008105051,-0.004352679,-0.000865767,0.000964215,0.001370011,0.001015364,-0.00160474,-0.005199003,-0.003878172,-0.001979864,-0.00145548,0.000857925,0.000828247,-0.000276736,-0.00036403,0.000142639,0.000343818,-0.000678778,0.001806348,-0.00029753,-0.001741618,0.001826736,-2.68E-05,-0.000895266,0.000742893,-0.000179373,0.000891765,0.000182663,-9.99E-05,-5.77E-05,9.38E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S7_E_ST_30B,45912,-0.561236426,-0.006190435,-0.000378306,-0.003507937,-0.002711898,0.003804315,0.045264554,0.010214042,0.007159293,-0.00885842,0.007535111,0.003014255,0.027134975,0.001240598,0.013456666,0.005255794,0.01295897,-0.001675752,-0.000546662,0.000752822,-0.001227031,-0.000953244,-0.004185279,0.000861307,-0.006729053,0.000924859,-0.000151555,-0.001721456,0.002934885,-0.003046531,-0.001231888,0.001949665,-0.000925656,-0.001679199,0.001454128,-1.62E-05,0.001659952,-0.002427215,0.000975599,-0.000274264,0.000184102,0.000251435,-0.000236344,-0.000403147,-0.000254369,-0.000468143,-8.67E-05,-0.000233659,4.41E-06,0.000801494,-0.000411195,-0.000782568,0.000533552,-0.00018031,-6.00E-07,9.16E-07,0.000103776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S7_E_ST_33B,45913,-0.560149807,-0.006169217,-0.001029028,0.015589144,-0.001289818,0.012518041,0.032726486,0.004864617,0.008193813,-0.002535705,-0.008404938,-0.00046897,0.014584814,-0.000540645,0.001080403,-0.00151116,-0.004641736,-0.001038627,0.003345857,-0.001846313,0.001339712,0.000954489,0.004070675,-0.001034101,-0.002071012,-0.000714062,-0.000833415,0.001134294,0.002767582,0.008107442,0.000619129,-0.001046369,0.000855098,0.004577926,-0.00401973,-0.000574782,-0.000347624,0.001059387,-0.000297822,-0.000280541,-0.000291292,-0.001302016,-0.000284836,2.16E-05,0.000371777,0.000700282,0.00010728,0.000225948,5.96E-05,-0.000528213,0.000212307,0.000620099,-0.000170879,0.000309499,-2.14E-06,-2.50E-06,3.20E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S7_E_ST_36B,45914,-0.551809582,-0.005734173,0.001518173,-0.00503026,-0.003981548,0.01962773,0.022454298,8.16E-05,-0.004429577,0.008273863,-0.022012864,-0.004346131,0.010094578,0.001267572,-0.000366318,-0.001967244,-0.003249094,-0.000560709,0.003719228,0.004041479,0.000346609,0.000704959,-0.005454106,0.006673704,0.010218057,-0.003188326,0.000821961,-0.000341428,-0.002360373,-0.005395575,0.001519866,0.000748259,-2.11E-05,0.000893755,-0.000412886,0.000454599,-0.00120969,-0.000181709,0.000265323,-0.000391343,-0.000497959,-0.000659549,0.000386296,-5.24E-07,0.000148313,0.000383881,9.07E-05,0.000200723,-3.99E-05,-0.000703803,0.000327648,0.000382062,-0.000468242,-0.000209617,4.85E-06,9.94E-06,1.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S7_P_ST_30B,45915,0.278287043,0.234289575,0.050219688,0.001483147,0.034890299,-0.000532857,0.000503429,0.001186792,0.003758421,0.012383279,0.004165809,0.006279026,0.002048397,-0.00295779,0.001165744,-0.007278283,-0.000350654,-0.000635149,-0.000544306,0.001715544,0.00795965,-0.000152466,-0.002450548,-0.001918588,-0.001139854,0.000532958,0.002601985,-0.006489628,-0.002819066,0.00043352,-0.003834114,0.000111517,0.003625367,0.000170313,-0.000743805,0.000295719,-0.000557775,-0.000244613,0.000712294,0.000520148,0.000338703,0.00051756,-0.000711438,0.001048558,0.000488277,0.000317729,-0.000195958,0.000192338,-0.003003406,-0.000502755,-0.001100774,0.00010868,5.91E-05,4.41E-05,-7.94E-06,-2.76E-05,4.32E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S7_P_ST_33B,45916,0.277980273,0.235834737,0.051807318,0.001904605,0.028670829,-0.001511326,-8.74E-05,-0.000435181,0.000345787,0.004322585,0.003702747,0.007740991,0.002560304,-0.007190001,0.002593947,-0.015330154,6.49E-05,0.000880722,-0.002960378,0.005083313,0.005551956,-0.000554595,-0.002244746,-0.001849321,0.000136586,0.000472511,0.000816639,0.000236123,-0.00122106,0.000354958,-0.000625262,-0.000876084,0.000350806,-0.00051137,-0.000427358,-0.000576911,0.00177823,0.001048667,-0.00128945,-0.000418194,4.87E-05,-0.001580837,0.001281059,-0.000875558,-0.000346755,2.67E-05,-0.00011826,4.45E-05,0.00279182,-0.001399007,-0.001196447,-0.000588062,6.94E-05,-0.000742541,7.48E-05,0.0006726,-0.000226377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S7_P_ST_36B,45917,0.278682539,0.234194996,0.050499444,0.002384559,0.026435425,-0.001631635,-0.000193076,-0.000484456,-0.000342165,0.001886592,0.003260928,0.00738834,0.002476281,-0.007548998,0.002569475,-0.016532056,0.000235006,0.001072149,-0.003227364,0.004865469,0.003585192,-0.000280833,-0.001365979,-0.001194286,0.000638747,-9.09E-05,-0.00077407,0.003462587,0.000806658,-0.000106968,0.001184373,-0.000607871,-0.000411846,8.86E-05,-0.000580155,-4.26E-05,-0.000325043,-0.000455784,0.002221536,0.002127634,0.000425319,0.00086791,0.001019201,-0.001925599,-0.000679915,-0.000888787,0.000186582,-0.00025091,0.000612308,0.001113462,0.000720943,0.000810874,0.000253189,0.000424821,2.58E-05,-0.000583572,0.000271703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
proportion_explained,0,0.848551106,0.12338927,0.010724987,0.00505859,0.003817828,0.00284427,0.000965967,0.000700332,0.000557139,0.000461405,0.000367146,0.00032379,0.000289322,0.000269592,0.000224437,0.000185634,0.000163635,0.000107362,9.33E-05,8.97E-05,7.55E-05,7.05E-05,7.00E-05,6.74E-05,6.14E-05,4.78E-05,3.84E-05,3.68E-05,3.61E-05,3.35E-05,3.03E-05,2.67E-05,2.50E-05,2.15E-05,2.06E-05,1.76E-05,1.72E-05,1.47E-05,1.38E-05,1.29E-05,1.15E-05,9.66E-06,8.74E-06,8.31E-06,6.95E-06,6.76E-06,5.81E-06,4.51E-06,3.98E-06,2.99E-06,2.78E-06,1.76E-06,1.43E-06,1.17E-06,4.90E-07,3.16E-07,1.55E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0